Pipeline,Date,Rate Schedule,Receipt Point,Receipt Zone,Delivery Point,Delivery Zone,Tariff Rate Type,Tariff Rate,Magnitude,Tariff Rate Structure,Rate Zone
"Enable Gas Transmission, LLC",07/01/2018,IT,Amoco Blocker to F-185 | 29008,W,200 West Capit Acc | 14890,S,Overrun,0.22300,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,IT,Amoco Blocker to F-185 | 29008,W,Aalfs (Texarkana) | 12151,W,Commodity,0.22300,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,IT,Amoco Blocker to F-185 | 29008,W,Aalfs (Texarkana) | 12151,W,Fuel,2.09000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,IT,Amoco Blocker to F-185 | 29008,W,Aalfs (Texarkana) | 12151,W,Overrun,0.22300,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,IT,Amoco Blocker to F-185 | 29008,W,Altus Air Force Base | 11489,X,Commodity,0.22300,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,IT,Amoco Blocker to F-185 | 29008,W,Altus Air Force Base | 11489,X,Fuel,2.09000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,IT,Amoco Blocker to F-185 | 29008,W,Altus Air Force Base | 11489,X,Overrun,0.22300,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,IT,2-160 C.T.P. | 805019,X,Cegt Storage Injection | 808582,C,Commodity,0.22300,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,IT,2-160 C.T.P. | 805019,X,Cegt Storage Injection | 808582,C,Fuel,2.09000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,IT,2-160 C.T.P. | 805019,X,Cegt Storage Injection | 808582,C,Overrun,0.22300,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,IT,2-160 C.T.P. | 805019,X,Acadian Red River | 808762,E,Commodity,0.22300,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,IT,2-160 C.T.P. | 805019,X,Acadian Red River | 808762,E,Fuel,2.09000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,IT,2-160 C.T.P. | 805019,X,Acadian Red River | 808762,E,Overrun,0.22300,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,IT,2-160 C.T.P. | 805019,X,Apache Corporation Acct | 14693,F,Commodity,0.22300,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,IT,2-160 C.T.P. | 805019,X,Apache Corporation Acct | 14693,F,Fuel,2.09000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,IT,2-160 C.T.P. | 805019,X,Apache Corporation Acct | 14693,F,Overrun,0.22300,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,IT,2-160 C.T.P. | 805019,X,AOG @ Red Oak IC | 130100,N,Commodity,0.22300,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,IT,2-160 C.T.P. | 805019,X,AOG @ Red Oak IC | 130100,N,Fuel,2.09000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,IT,2-160 C.T.P. | 805019,X,AOG @ Red Oak IC | 130100,N,Overrun,0.22300,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,IT,2-160 C.T.P. | 805019,X,200 West Capit Acc | 14890,S,Commodity,0.22300,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,IT,2-160 C.T.P. | 805019,X,200 West Capit Acc | 14890,S,Fuel,2.09000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,IT,2-160 C.T.P. | 805019,X,200 West Capit Acc | 14890,S,Overrun,0.22300,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,IT,2-160 C.T.P. | 805019,X,Aalfs (Texarkana) | 12151,W,Commodity,0.22300,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,IT,2-160 C.T.P. | 805019,X,Aalfs (Texarkana) | 12151,W,Fuel,2.09000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,IT,2-160 C.T.P. | 805019,X,Aalfs (Texarkana) | 12151,W,Overrun,0.22300,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,IT,2-160 C.T.P. | 805019,X,Altus Air Force Base | 11489,X,Commodity,0.22300,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,IT,2-160 C.T.P. | 805019,X,Altus Air Force Base | 11489,X,Fuel,2.09000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,IT,2-160 C.T.P. | 805019,X,Altus Air Force Base | 11489,X,Overrun,0.22300,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Cegt Storage Withdrawal | 808581,C,Cegt Storage Injection | 808582,C,Commodity,0.02130,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Cegt Storage Withdrawal | 808581,C,Cegt Storage Injection | 808582,C,Fuel,3.18000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Cegt Storage Withdrawal | 808581,C,Cegt Storage Injection | 808582,C,Overrun,0.30920,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Cegt Storage Withdrawal | 808581,C,Cegt Storage Injection | 808582,C,Reservation,8.75600,$/Dth/day ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Cegt Storage Withdrawal | 808581,C,Acadian Red River | 808762,E,Commodity,0.02130,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Cegt Storage Withdrawal | 808581,C,Acadian Red River | 808762,E,Fuel,3.18000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Cegt Storage Withdrawal | 808581,C,Acadian Red River | 808762,E,Overrun,0.30920,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Cegt Storage Withdrawal | 808581,C,Acadian Red River | 808762,E,Reservation,8.75600,$/Dth/day ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Cegt Storage Withdrawal | 808581,C,Apache Corporation Acct | 14693,F,Commodity,0.02130,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Cegt Storage Withdrawal | 808581,C,Apache Corporation Acct | 14693,F,Fuel,3.18000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Cegt Storage Withdrawal | 808581,C,Apache Corporation Acct | 14693,F,Overrun,0.30920,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Cegt Storage Withdrawal | 808581,C,Apache Corporation Acct | 14693,F,Reservation,8.75600,$/Dth/day ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Cegt Storage Withdrawal | 808581,C,AOG @ Red Oak IC | 130100,N,Commodity,0.02130,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Cegt Storage Withdrawal | 808581,C,AOG @ Red Oak IC | 130100,N,Fuel,3.18000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Cegt Storage Withdrawal | 808581,C,AOG @ Red Oak IC | 130100,N,Overrun,0.30920,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Cegt Storage Withdrawal | 808581,C,AOG @ Red Oak IC | 130100,N,Reservation,8.75600,$/Dth/day ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Cegt Storage Withdrawal | 808581,C,200 West Capit Acc | 14890,S,Commodity,0.02130,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Cegt Storage Withdrawal | 808581,C,200 West Capit Acc | 14890,S,Fuel,3.18000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Cegt Storage Withdrawal | 808581,C,200 West Capit Acc | 14890,S,Overrun,0.30920,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Cegt Storage Withdrawal | 808581,C,200 West Capit Acc | 14890,S,Reservation,8.75600,$/Dth/day ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Cegt Storage Withdrawal | 808581,C,Aalfs (Texarkana) | 12151,W,Commodity,0.02130,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Cegt Storage Withdrawal | 808581,C,Aalfs (Texarkana) | 12151,W,Fuel,3.18000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Cegt Storage Withdrawal | 808581,C,Aalfs (Texarkana) | 12151,W,Overrun,0.30920,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Cegt Storage Withdrawal | 808581,C,Aalfs (Texarkana) | 12151,W,Reservation,8.75600,$/Dth/day ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Cegt Storage Withdrawal | 808581,C,Altus Air Force Base | 11489,X,Commodity,0.02130,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Cegt Storage Withdrawal | 808581,C,Altus Air Force Base | 11489,X,Fuel,3.18000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Cegt Storage Withdrawal | 808581,C,Altus Air Force Base | 11489,X,Overrun,0.30920,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Cegt Storage Withdrawal | 808581,C,Altus Air Force Base | 11489,X,Reservation,8.75600,$/Dth/day ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Acadian Red River CP | 15007,E,Cegt Storage Injection | 808582,C,Commodity,0.02130,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Acadian Red River CP | 15007,E,Cegt Storage Injection | 808582,C,Fuel,3.18000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Acadian Red River CP | 15007,E,Cegt Storage Injection | 808582,C,Overrun,0.30920,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Acadian Red River CP | 15007,E,Cegt Storage Injection | 808582,C,Reservation,8.75600,$/Dth/day ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Acadian Red River CP | 15007,E,Acadian Red River | 808762,E,Commodity,0.02130,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Acadian Red River CP | 15007,E,Acadian Red River | 808762,E,Fuel,3.18000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Acadian Red River CP | 15007,E,Acadian Red River | 808762,E,Overrun,0.30920,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Acadian Red River CP | 15007,E,Acadian Red River | 808762,E,Reservation,8.75600,$/Dth/day ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Acadian Red River CP | 15007,E,Apache Corporation Acct | 14693,F,Commodity,0.02130,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Acadian Red River CP | 15007,E,Apache Corporation Acct | 14693,F,Fuel,3.18000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Acadian Red River CP | 15007,E,Apache Corporation Acct | 14693,F,Overrun,0.30920,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Acadian Red River CP | 15007,E,Apache Corporation Acct | 14693,F,Reservation,8.75600,$/Dth/day ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Acadian Red River CP | 15007,E,AOG @ Red Oak IC | 130100,N,Commodity,0.02130,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Acadian Red River CP | 15007,E,AOG @ Red Oak IC | 130100,N,Fuel,3.18000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Acadian Red River CP | 15007,E,AOG @ Red Oak IC | 130100,N,Overrun,0.30920,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Acadian Red River CP | 15007,E,AOG @ Red Oak IC | 130100,N,Reservation,8.75600,$/Dth/day ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Acadian Red River CP | 15007,E,200 West Capit Acc | 14890,S,Commodity,0.02130,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Acadian Red River CP | 15007,E,200 West Capit Acc | 14890,S,Fuel,3.18000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Acadian Red River CP | 15007,E,200 West Capit Acc | 14890,S,Overrun,0.30920,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Acadian Red River CP | 15007,E,200 West Capit Acc | 14890,S,Reservation,8.75600,$/Dth/day ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Acadian Red River CP | 15007,E,Aalfs (Texarkana) | 12151,W,Commodity,0.02130,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Acadian Red River CP | 15007,E,Aalfs (Texarkana) | 12151,W,Fuel,3.18000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Acadian Red River CP | 15007,E,Aalfs (Texarkana) | 12151,W,Overrun,0.30920,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Acadian Red River CP | 15007,E,Aalfs (Texarkana) | 12151,W,Reservation,8.75600,$/Dth/day ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Acadian Red River CP | 15007,E,Altus Air Force Base | 11489,X,Commodity,0.02130,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Acadian Red River CP | 15007,E,Altus Air Force Base | 11489,X,Fuel,3.18000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Acadian Red River CP | 15007,E,Altus Air Force Base | 11489,X,Overrun,0.30920,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Acadian Red River CP | 15007,E,Altus Air Force Base | 11489,X,Reservation,8.75600,$/Dth/day ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Ada East C.T.P. | 803863,F,Cegt Storage Injection | 808582,C,Commodity,0.02130,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Ada East C.T.P. | 803863,F,Cegt Storage Injection | 808582,C,Fuel,3.18000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Ada East C.T.P. | 803863,F,Cegt Storage Injection | 808582,C,Overrun,0.30920,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Ada East C.T.P. | 803863,F,Cegt Storage Injection | 808582,C,Reservation,8.75600,$/Dth/day ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Ada East C.T.P. | 803863,F,Acadian Red River | 808762,E,Commodity,0.02130,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Ada East C.T.P. | 803863,F,Acadian Red River | 808762,E,Fuel,3.18000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Ada East C.T.P. | 803863,F,Acadian Red River | 808762,E,Overrun,0.30920,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Ada East C.T.P. | 803863,F,Acadian Red River | 808762,E,Reservation,8.75600,$/Dth/day ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Ada East C.T.P. | 803863,F,Apache Corporation Acct | 14693,F,Commodity,0.02130,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Ada East C.T.P. | 803863,F,Apache Corporation Acct | 14693,F,Fuel,3.18000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Ada East C.T.P. | 803863,F,Apache Corporation Acct | 14693,F,Overrun,0.30920,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Ada East C.T.P. | 803863,F,Apache Corporation Acct | 14693,F,Reservation,8.75600,$/Dth/day ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Ada East C.T.P. | 803863,F,AOG @ Red Oak IC | 130100,N,Commodity,0.02130,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Ada East C.T.P. | 803863,F,AOG @ Red Oak IC | 130100,N,Fuel,3.18000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Ada East C.T.P. | 803863,F,AOG @ Red Oak IC | 130100,N,Overrun,0.30920,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Ada East C.T.P. | 803863,F,AOG @ Red Oak IC | 130100,N,Reservation,8.75600,$/Dth/day ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Ada East C.T.P. | 803863,F,200 West Capit Acc | 14890,S,Commodity,0.02130,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Ada East C.T.P. | 803863,F,200 West Capit Acc | 14890,S,Fuel,3.18000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Ada East C.T.P. | 803863,F,200 West Capit Acc | 14890,S,Overrun,0.30920,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Ada East C.T.P. | 803863,F,200 West Capit Acc | 14890,S,Reservation,8.75600,$/Dth/day ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Ada East C.T.P. | 803863,F,Aalfs (Texarkana) | 12151,W,Commodity,0.02130,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Ada East C.T.P. | 803863,F,Aalfs (Texarkana) | 12151,W,Fuel,3.18000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Ada East C.T.P. | 803863,F,Aalfs (Texarkana) | 12151,W,Overrun,0.30920,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Ada East C.T.P. | 803863,F,Aalfs (Texarkana) | 12151,W,Reservation,8.75600,$/Dth/day ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Ada East C.T.P. | 803863,F,Altus Air Force Base | 11489,X,Commodity,0.02130,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Ada East C.T.P. | 803863,F,Altus Air Force Base | 11489,X,Fuel,3.18000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Ada East C.T.P. | 803863,F,Altus Air Force Base | 11489,X,Overrun,0.30920,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,Ada East C.T.P. | 803863,F,Altus Air Force Base | 11489,X,Reservation,8.75600,$/Dth/day ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,AOG @ Red Oak Rec | 808485,N,Cegt Storage Injection | 808582,C,Commodity,0.02130,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,AOG @ Red Oak Rec | 808485,N,Cegt Storage Injection | 808582,C,Fuel,3.18000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,AOG @ Red Oak Rec | 808485,N,Cegt Storage Injection | 808582,C,Overrun,0.30920,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,AOG @ Red Oak Rec | 808485,N,Cegt Storage Injection | 808582,C,Reservation,8.75600,$/Dth/day ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,AOG @ Red Oak Rec | 808485,N,Acadian Red River | 808762,E,Commodity,0.02130,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,AOG @ Red Oak Rec | 808485,N,Acadian Red River | 808762,E,Fuel,3.18000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,AOG @ Red Oak Rec | 808485,N,Acadian Red River | 808762,E,Overrun,0.30920,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,AOG @ Red Oak Rec | 808485,N,Acadian Red River | 808762,E,Reservation,8.75600,$/Dth/day ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,AOG @ Red Oak Rec | 808485,N,Apache Corporation Acct | 14693,F,Commodity,0.02130,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,AOG @ Red Oak Rec | 808485,N,Apache Corporation Acct | 14693,F,Fuel,3.18000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,AOG @ Red Oak Rec | 808485,N,Apache Corporation Acct | 14693,F,Overrun,0.30920,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,AOG @ Red Oak Rec | 808485,N,Apache Corporation Acct | 14693,F,Reservation,8.75600,$/Dth/day ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,AOG @ Red Oak Rec | 808485,N,AOG @ Red Oak IC | 130100,N,Commodity,0.02130,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,AOG @ Red Oak Rec | 808485,N,AOG @ Red Oak IC | 130100,N,Fuel,3.18000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,AOG @ Red Oak Rec | 808485,N,AOG @ Red Oak IC | 130100,N,Overrun,0.30920,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,AOG @ Red Oak Rec | 808485,N,AOG @ Red Oak IC | 130100,N,Reservation,8.75600,$/Dth/day ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,AOG @ Red Oak Rec | 808485,N,200 West Capit Acc | 14890,S,Commodity,0.02130,$/Dth     ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,AOG @ Red Oak Rec | 808485,N,200 West Capit Acc | 14890,S,Fuel,3.18000,%         ,System,Entire System
"Enable Gas Transmission, LLC",07/01/2018,NNTS,AOG @ Red Oak Rec | 808485,N,200 West Capit Acc | 14890,S,Overrun,0.30920,$/Dth     ,System,Entire System
